Title,Artist,Album,Year
Rocket,The Smashing Pumpkins,Siamese Dream,1993
Bullet with Butterfly Wings,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995
1979,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995
Zero,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995
Tonight Tonight,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995
Thirty-Three,The Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995
Ava Adore,The Smashing Pumpkins,Adore,1998
Perfect,The Smashing Pumpkins,Adore,1998
This Is a Call,Foo Fighters,Foo Fighters,1995
I'll Stick Around,Foo Fighters,Foo Fighters,1995
Big Me,Foo Fighters,Foo Fighters,1995
Monkey Wrench,Foo Fighters,The Colour and the Shape,1997
Everlong,Foo Fighters,The Colour and the Shape,1997
My Hero,Foo Fighters,The Colour and the Shape,1997
Walking After You,Foo Fighters,The Colour and the Shape,1997
Learn to Fly,Foo Fighters,There Is Nothing Left to Lose,1999
Violet,Hole,Live Through This,1994
Doll Parts,Hole,Live Through This,1994
Miss World,Hole,Live Through This,1994
Celebrity Skin,Hole,Celebrity Skin,1998
Malibu,Hole,Celebrity Skin,1998
Awful,Hole,Celebrity Skin,1998
Only Happy When It Rains,Garbage,Garbage,1995
Stupid Girl,Garbage,Garbage,1995
Vow,Garbage,Garbage,1995
Queer,Garbage,Garbage,1995
Push It,Garbage,Version 2.0,1998
I Think I'm Paranoid,Garbage,Version 2.0,1998
Special,Garbage,Version 2.0,1998
Seether,Veruca Salt,American Thighs,1994
Number One Blind,Veruca Salt,American Thighs,1994
Volcano Girls,Veruca Salt,Eight Arms to Hold You,1997
Cannonball,The Breeders,Last Splash,1993
Divine Hammer,The Breeders,Last Splash,1993
Saints,The Breeders,Last Splash,1993
Velouria,Pixies,Bossanova,1990
Dig for Fire,Pixies,Bossanova,1990
Alec Eiffel,Pixies,Trompe le Monde,1991
Planet of Sound,Pixies,Trompe le Monde,1991
Kool Thing,Sonic Youth,Goo,1990
Dirty Boots,Sonic Youth,Goo,1990
100%,Sonic Youth,Dirty,1992
Sugar Kane,Sonic Youth,Dirty,1992
Bull in the Heather,Sonic Youth,Experimental Jet Set Trash and No Star,1994
Start Choppin,Dinosaur Jr.,Where You Been,1993
Out There,Dinosaur Jr.,Where You Been,1993
Feel the Pain,Dinosaur Jr.,Without a Sound,1994
The Wagon,Dinosaur Jr.,Green Mind,1991
Cut Your Hair,Pavement,Crooked Rain Crooked Rain,1994
Gold Soundz,Pavement,Crooked Rain Crooked Rain,1994
Range Life,Pavement,Crooked Rain Crooked Rain,1994
Summer Babe,Pavement,Slanted and Enchanted,1992
Stereo,Pavement,Brighten the Corners,1997
Shady Lane,Pavement,Brighten the Corners,1997
Loser,Beck,Mellow Gold,1994
Where It's At,Beck,Odelay,1996
Devils Haircut,Beck,Odelay,1996
The New Pollution,Beck,Odelay,1996
Jack-Ass,Beck,Odelay,1996
Sexx Laws,Beck,Midnite Vultures,1999
Undone - The Sweater Song,Weezer,Weezer,1994
Buddy Holly,Weezer,Weezer,1994
Say It Ain't So,Weezer,Weezer,1994
My Name Is Jonas,Weezer,Weezer,1994
The Good Life,Weezer,Pinkerton,1996
El Scorcho,Weezer,Pinkerton,1996
Pink Triangle,Weezer,Pinkerton,1996
Longview,Green Day,Dookie,1994
Basket Case,Green Day,Dookie,1994
When I Come Around,Green Day,Dookie,1994
Welcome to Paradise,Green Day,Dookie,1994
She,Green Day,Dookie,1994
Brain Stew,Green Day,Insomniac,1995
Geek Stink Breath,Green Day,Insomniac,1995
Good Riddance (Time of Your Life),Green Day,Nimrod,1997
Come Out and Play,The Offspring,Smash,1994
Self Esteem,The Offspring,Smash,1994
Gotta Get Away,The Offspring,Smash,1994
All I Want,The Offspring,Ixnay on the Hombre,1997
Gone Away,The Offspring,Ixnay on the Hombre,1997
Pretty Fly (For a White Guy),The Offspring,Americana,1998
Why Don't You Get a Job?,The Offspring,Americana,1998
The Kids Aren't Alright,The Offspring,Americana,1998
Time Bomb,Rancid,...And Out Come the Wolves,1995
Ruby Soho,Rancid,...And Out Come the Wolves,1995
Roots Radicals,Rancid,...And Out Come the Wolves,1995
Salvation,Rancid,Let's Go,1994
Spiderwebs,No Doubt,Tragic Kingdom,1995
Just a Girl,No Doubt,Tragic Kingdom,1995
Sunday Morning,No Doubt,Tragic Kingdom,1995
Don't Speak,No Doubt,Tragic Kingdom,1995
Excuse Me Mr.,No Doubt,Tragic Kingdom,1995
What I Got,Sublime,Sublime,1996
Santeria,Sublime,Sublime,1996
Wrong Way,Sublime,Sublime,1996
Doin' Time,Sublime,Sublime,1996
Date Rape,Sublime,40oz. to Freedom,1992
Badfish,Sublime,40oz. to Freedom,1992
Smoke Two Joints,Sublime,40oz. to Freedom,1992
Down,311,311,1995
All Mixed Up,311,311,1995
Beautiful Disaster,311,Transistor,1997
Come Original,311,Soundsystem,1999
Pepper,Butthole Surfers,Electriclarryland,1996
Who Was in My Room Last Night?,Butthole Surfers,Independent Worm Saloon,1993
Lump,The Presidents of the United States of America,The Presidents of the United States of America,1995
Peaches,The Presidents of the United States of America,The Presidents of the United States of America,1995
Kitty,The Presidents of the United States of America,The Presidents of the United States of America,1995
Dune Buggy,The Presidents of the United States of America,The Presidents of the United States of America,1995
Possum Kingdom,Toadies,Rubberneck,1994
Away,Toadies,Rubberneck,1994
Tyler,Toadies,Rubberneck,1994
Plowed,Sponge,Rotting Piñata,1994
Molly,Sponge,Rotting Piñata,1994
Wax Ecstatic,Sponge,Wax Ecstatic,1996
Far Behind,Candlebox,Candlebox,1993
You,Candlebox,Candlebox,1993
Cover Me,Candlebox,Candlebox,1993
Shine,Collective Soul,Hints Allegations and Things Left Unsaid,1993
Gel,Collective Soul,Collective Soul,1995
December,Collective Soul,Collective Soul,1995
The World I Know,Collective Soul,Collective Soul,1995
Heavy,Collective Soul,Dosage,1999
I Alone,Live,Throwing Copper,1994
Lightning Crashes,Live,Throwing Copper,1994
Selling the Drama,Live,Throwing Copper,1994
All Over You,Live,Throwing Copper,1994
Lakini's Juice,Live,Secret Samadhi,1997
The Dolphin's Cry,Live,The Distance to Here,1999
Everything Zen,Bush,Sixteen Stone,1994
Little Things,Bush,Sixteen Stone,1994
Comedown,Bush,Sixteen Stone,1994
Glycerine,Bush,Sixteen Stone,1994
Machinehead,Bush,Sixteen Stone,1994
Swallowed,Bush,Razorblade Suitcase,1996
Greedy Fly,Bush,Razorblade Suitcase,1996
The Chemicals Between Us,Bush,The Science of Things,1999
Tomorrow,Silverchair,Frogstomp,1995
Pure Massacre,Silverchair,Frogstomp,1995
Israel's Son,Silverchair,Frogstomp,1995
Freak,Silverchair,Freak Show,1997
Abuse Me,Silverchair,Freak Show,1997
Ana's Song (Open Fire),Silverchair,Neon Ballroom,1999
Bound for the Floor,Local H,As Good as Dead,1996
Eddie Vedder,Local H,As Good as Dead,1996
Fritz's Corner,Local H,As Good as Dead,1996
Unsung,Helmet,Meantime,1992
In the Meantime,Helmet,Meantime,1992
Milquetoast,Helmet,Betty,1994
Stars,Hum,You'd Prefer an Astronaut,1995
Stuck on You,Failure,Fantastic Planet,1996
Saturday Savior,Failure,Fantastic Planet,1996
Black Metallic,Catherine Wheel,Ferment,1992
Waydown,Catherine Wheel,Happy Days,1995
Cumbersome,Seven Mary Three,American Standard,1995
Water's Edge,Seven Mary Three,American Standard,1995
Touch Peel and Stand,Days of the New,Days of the New,1997
Shelf in the Room,Days of the New,Days of the New,1997
Shimmer,Fuel,Sunburn,1998
Bittersweet Symphony,The Verve,Urban Hymns,1997
Lucky Man,The Verve,Urban Hymns,1997
The Drugs Don't Work,The Verve,Urban Hymns,1997
Supersonic,Oasis,Definitely Maybe,1994
Live Forever,Oasis,Definitely Maybe,1994
Wonderwall,Oasis,(What's the Story) Morning Glory?,1995
Don't Look Back in Anger,Oasis,(What's the Story) Morning Glory?,1995
Champagne Supernova,Oasis,(What's the Story) Morning Glory?,1995
Morning Glory,Oasis,(What's the Story) Morning Glory?,1995
Song 2,Blur,Blur,1997
Girls & Boys,Blur,Parklife,1994
Parklife,Blur,Parklife,1994
Beetlebum,Blur,Blur,1997
Creep,Radiohead,Pablo Honey,1993
Just,Radiohead,The Bends,1995
Fake Plastic Trees,Radiohead,The Bends,1995
High and Dry,Radiohead,The Bends,1995
Paranoid Android,Radiohead,OK Computer,1997
Karma Police,Radiohead,OK Computer,1997
No Surprises,Radiohead,OK Computer,1997
Street Spirit (Fade Out),Radiohead,The Bends,1995
Dreams,The Cranberries,Everybody Else Is Doing It So Why Can't We?,1993
Linger,The Cranberries,Everybody Else Is Doing It So Why Can't We?,1993
Zombie,The Cranberries,No Need to Argue,1994
Salvation,The Cranberries,To the Faithful Departed,1996
You Oughta Know,Alanis Morissette,Jagged Little Pill,1995
Hand in My Pocket,Alanis Morissette,Jagged Little Pill,1995
All I Really Want,Alanis Morissette,Jagged Little Pill,1995
You Learn,Alanis Morissette,Jagged Little Pill,1995
Ironic,Alanis Morissette,Jagged Little Pill,1995
Losing My Religion,R.E.M.,Out of Time,1991
Man on the Moon,R.E.M.,Automatic for the People,1992
What's the Frequency Kenneth?,R.E.M.,Monster,1994
Bang and Blame,R.E.M.,Monster,1994
Crush with Eyeliner,R.E.M.,Monster,1994
Two Princes,Spin Doctors,Pocket Full of Kryptonite,1991
Little Miss Can't Be Wrong,Spin Doctors,Pocket Full of Kryptonite,1991
Hey Jealousy,Gin Blossoms,New Miserable Experience,1992
Found Out About You,Gin Blossoms,New Miserable Experience,1992
Allison Road,Gin Blossoms,New Miserable Experience,1992
Follow You Down,Gin Blossoms,Congratulations I'm Sorry,1996
Mr. Jones,Counting Crows,August and Everything After,1993
Round Here,Counting Crows,August and Everything After,1993
A Long December,Counting Crows,Recovering the Satellites,1996
Angels of the Silences,Counting Crows,Recovering the Satellites,1996
Hanginaround,Counting Crows,This Desert Life,1999
Runaway Train,Soul Asylum,Grave Dancers Union,1992
Somebody to Shove,Soul Asylum,Grave Dancers Union,1992
Black Gold,Soul Asylum,Grave Dancers Union,1992
Misery,Soul Asylum,Let Your Dim Light Shine,1995
Name,Goo Goo Dolls,A Boy Named Goo,1995
Long Way Down,Goo Goo Dolls,A Boy Named Goo,1995
Slide,Goo Goo Dolls,Dizzy Up the Girl,1998
Dizzy,Goo Goo Dolls,Dizzy Up the Girl,1998
Broadway,Goo Goo Dolls,Dizzy Up the Girl,1998
Good,Better Than Ezra,Deluxe,1993
In the Blood,Better Than Ezra,Deluxe,1993
Desperately Wanting,Better Than Ezra,Friction Baby,1996
Closing Time,Semisonic,Feeling Strangely Fine,1998
Singing in My Sleep,Semisonic,Feeling Strangely Fine,1998
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997
Jumper,Third Eye Blind,Third Eye Blind,1997
Graduate,Third Eye Blind,Third Eye Blind,1997
How's It Going to Be,Third Eye Blind,Third Eye Blind,1997
Santa Monica,Everclear,Sparkle and Fade,1995
Heroin Girl,Everclear,Sparkle and Fade,1995
Everything to Everyone,Everclear,So Much for the Afterglow,1997
Father of Mine,Everclear,So Much for the Afterglow,1997
I Will Buy You a New Life,Everclear,So Much for the Afterglow,1997
Inside Out,Eve 6,Eve 6,1998
Leech,Eve 6,Eve 6,1998
My Own Worst Enemy,Lit,A Place in the Sun,1999
Miserable,Lit,A Place in the Sun,1999
Flagpole Sitta,Harvey Danger,Where Have All the Merrymakers Gone?,1997
The Way,Fastball,All the Pain Money Can Buy,1998
Out of My Head,Fastball,All the Pain Money Can Buy,1998
Fire Escape,Fastball,All the Pain Money Can Buy,1998
Sex and Candy,Marcy Playground,Marcy Playground,1997
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998
One Headlight,The Wallflowers,Bringing Down the Horse,1996
6th Avenue Heartache,The Wallflowers,Bringing Down the Horse,1996
The Difference,The Wallflowers,Bringing Down the Horse,1996
Push,Matchbox Twenty,Yourself or Someone Like You,1996
3AM,Matchbox Twenty,Yourself or Someone Like You,1996
Real World,Matchbox Twenty,Yourself or Someone Like You,1996
Long Day,Matchbox Twenty,Yourself or Someone Like You,1996
In the Meantime,Spacehog,Resident Alien,1995
Popular,Nada Surf,High/Low,1996
Radiation Vibe,Fountains of Wayne,Fountains of Wayne,1996
Sink to the Bottom,Fountains of Wayne,Fountains of Wayne,1996
The Distance,Cake,Fashion Nugget,1996
I Will Survive,Cake,Fashion Nugget,1996
Never There,Cake,Prolonging the Magic,1998
Battle of Who Could Care Less,Ben Folds Five,Whatever and Ever Amen,1997
Brick,Ben Folds Five,Whatever and Ever Amen,1997
Song for the Dumped,Ben Folds Five,Whatever and Ever Amen,1997
Underground,Ben Folds Five,Ben Folds Five,1995
Girlfriend,Matthew Sweet,Girlfriend,1991
Sick of Myself,Matthew Sweet,100% Fun,1995
Mrs. Robinson,The Lemonheads,It's a Shame About Ray,1992
It's a Shame About Ray,The Lemonheads,It's a Shame About Ray,1992
Into Your Arms,The Lemonheads,Come on Feel the Lemonheads,1993
Connection,Elastica,Elastica,1995
Stutter,Elastica,Elastica,1995
Ladykillers,Lush,Lovelife,1996
For Love,Lush,Spooky,1992
Feed the Tree,Belly,Star,1993
Gepetto,Belly,Star,1993
My Sister,The Juliana Hatfield Three,Become What You Are,1993
Spin the Bottle,The Juliana Hatfield Three,Reality Bites,1994
Fade Into You,Mazzy Star,So Tonight That I Might See,1993
Halah,Mazzy Star,She Hangs Brightly,1990
Sour Times,Portishead,Dummy,1994
Glory Box,Portishead,Dummy,1994
Army of Me,Björk,Post,1995
Human Behaviour,Björk,Debut,1993
Down by the Water,PJ Harvey,To Bring You My Love,1995
50ft Queenie,PJ Harvey,Rid of Me,1993
Supernova,Liz Phair,Whip-Smart,1994
Never Said,Liz Phair,Exile in Guyville,1993
Polyester Bride,Liz Phair,whitechocolatespaceegg,1998
Ready to Go,Republica,Republica,1996
6 Underground,Sneaker Pimps,Becoming X,1996
Standing Outside a Broken Phone Booth with Money in My Hand,Primitive Radio Gods,Rocket,1996
She Don't Use Jelly,The Flaming Lips,Transmissions from the Satellite Heart,1993
Novocaine for the Soul,Eels,Beautiful Freak,1996
Susan's House,Eels,Beautiful Freak,1996
Low,Cracker,Kerosene Hat,1993
Teen Angst,Cracker,Cracker,1992
Buena,Morphine,Cure for Pain,1993
Thursday,Morphine,Cure for Pain,1993
Honey White,Morphine,Yes,1995
Super Bon Bon,Soul Coughing,Irresistible Bliss,1996
Circles,Soul Coughing,El Oso,1998
Fire Water Burn,Bloodhound Gang,One Fierce Beer Coaster,1996
The Bad Touch,Bloodhound Gang,Hooray for Boobies,1999
Save Tonight,Eagle-Eye Cherry,Desireless,1997
Barely Breathing,Duncan Sheik,Duncan Sheik,1996
Bitch,Meredith Brooks,Blurring the Edges,1997
Criminal,Fiona Apple,Tidal,1996
Sleep to Dream,Fiona Apple,Tidal,1996
Shadowboxer,Fiona Apple,Tidal,1996
All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,1993
If It Makes You Happy,Sheryl Crow,Sheryl Crow,1996
A Change Would Do You Good,Sheryl Crow,Sheryl Crow,1996
My Favorite Mistake,Sheryl Crow,The Globe Sessions,1998
One of Us,Joan Osborne,Relish,1995
Mother Mother,Tracy Bonham,The Burdens of Being Upright,1996
Angry Johnny,Poe,Hello,1995
Hello,Poe,Hello,1995
Carnival,Natalie Merchant,Tigerlily,1995
Wonder,Natalie Merchant,Tigerlily,1995
Possession,Sarah McLachlan,Fumbling Towards Ecstasy,1993
Building a Mystery,Sarah McLachlan,Surfacing,1997
Cumbersome,Seven Mary Three,American Standard,1995
My Own Prison,Creed,My Own Prison,1997
Torn,Creed,My Own Prison,1997
Higher,Creed,Human Clay,1999
One,Creed,My Own Prison,1997
Lightning Crashes,Live,Throwing Copper,1994
