Title,Artist,Album,Year
Mamacita,Troop,Troop,1988
Still in Love,Troop,Troop,1988
Sweet November,Troop,Deepa,1992
Whatever It Takes,Troop,Deepa,1992
My Heart,Troop,Deepa,1992
Come Back to Me,Troop,Deepa,1992
Dial My Heart,The Boys,Messages from The Boys,1988
Lucky Charm,The Boys,Messages from The Boys,1988
Crazy,The Boys,The Boys,1990
Happy,Surface,2nd Wave,1987
Shower Me with Your Love,Surface,2nd Wave,1988
The First Time,Surface,3 Deep,1990
Can We Spend Some Time,Surface,3 Deep,1990
I Like the Way (The Kissing Game),Hi-Five,Hi-Five,1991
I Can't Wait Another Minute,Hi-Five,Hi-Five,1991
She's Playing Hard to Get,Hi-Five,Keep It Goin' On,1992
Never Should've Let You Go,Hi-Five,Sister Act 2,1993
I Can't Handle It,Hi-Five,Faithful,1993
Love You Down,Ready For The World,Long Time Coming,1986
Oh Sheila,Ready For The World,Ready For The World,1985
Digital Display,Ready For The World,Ready For The World,1985
Tonight,Ready For The World,Long Time Coming,1986
Can He Do It (Like This Can),Ready For The World,Ruff 'N Ready,1988
Gently,Ready For The World,Ruff 'N Ready,1988
Nite and Day,Al B. Sure!,In Effect Mode,1988
Off on Your Own (Girl),Al B. Sure!,In Effect Mode,1988
Rescue Me,Al B. Sure!,In Effect Mode,1988
Right Now,Al B. Sure!,Private Times...and the Whole 9!,1990
Missunderstanding,Al B. Sure!,Private Times...and the Whole 9!,1990
Just Got Paid,Johnny Kemp,Secrets of Flying,1988
Dancin' with Myself,Johnny Kemp,Secrets of Flying,1988
Birthday Suit,Johnny Kemp,Sing,1989
Two Occasions,The Deele,Eyes of a Stranger,1987
Shoot 'Em Up Movies,The Deele,Eyes of a Stranger,1987
Body Talk,The Deele,Material Thangz,1985
Sweet November,The Deele,An Invitation to Love,1983
I Want You,Shai,If I Ever Fall in Love,1992
If I Ever Fall in Love,Shai,If I Ever Fall in Love,1992
Baby I'm Yours,Shai,Right Back at Cha,1993
Comforter,Shai,If I Ever Fall in Love,1992
Freak Me,Silk,Lose Control,1992
Happy Days,Silk,Lose Control,1992
Lose Control,Silk,Lose Control,1992
Girl U for Me,Silk,Lose Control,1992
Knockin' Da Boots,H-Town,Fever for Da Flavor,1993
Lick U Up,H-Town,Fever for Da Flavor,1993
Part Time Lover,H-Town,Fever for Da Flavor,1993
Cry for You,Jodeci,Diary of a Mad Band,1993
Come and Talk to Me,Jodeci,Forever My Lady,1991
Forever My Lady,Jodeci,Forever My Lady,1991
Stay,Jodeci,Forever My Lady,1991
I'm Still Waiting,Jodeci,Forever My Lady,1991
Feenin',Jodeci,Diary of a Mad Band,1993
Freek'n You,Jodeci,The Show The After Party The Hotel,1995
Motownphilly,Boyz II Men,Cooleyhighharmony,1991
It's So Hard to Say Goodbye to Yesterday,Boyz II Men,Cooleyhighharmony,1991
Uhh Ahh,Boyz II Men,Cooleyhighharmony,1991
End of the Road,Boyz II Men,Boomerang,1992
On Bended Knee,Boyz II Men,II,1994
I'll Make Love to You,Boyz II Men,II,1994
Poison,The Beloved,Poison,1990
Right Here,SWV,It's About Time,1992
I'm So Into You,SWV,It's About Time,1992
Weak,SWV,It's About Time,1992
Downtown,SWV,It's About Time,1992
Right Here - Human Nature Remix,SWV,It's About Time,1993
Anything,SWV,Above the Rim,1994
Ain't 2 Proud 2 Beg,TLC,Ooooooohhh... On the TLC Tip,1992
Baby-Baby-Baby,TLC,Ooooooohhh... On the TLC Tip,1992
What About Your Friends,TLC,Ooooooohhh... On the TLC Tip,1992
Hat 2 Da Back,TLC,Ooooooohhh... On the TLC Tip,1992
Creep,TLC,CrazySexyCool,1994
Red Light Special,TLC,CrazySexyCool,1994
Real Love,Mary J. Blige,What's the 411?,1992
You Remind Me,Mary J. Blige,What's the 411?,1992
Reminisce,Mary J. Blige,What's the 411?,1992
Sweet Thing,Mary J. Blige,What's the 411?,1992
Love No Limit,Mary J. Blige,What's the 411?,1992
My Lovin' (You're Never Gonna Get It),En Vogue,Funky Divas,1992
Hold On,En Vogue,Born to Sing,1990
Giving Him Something He Can Feel,En Vogue,Funky Divas,1992
Free Your Mind,En Vogue,Funky Divas,1992
Don't Let Go (Love),En Vogue,Set It Off,1996
The Right Stuff,Vanessa Williams,The Right Stuff,1988
Dreamin',Vanessa Williams,The Right Stuff,1988
Running Back to You,Vanessa Williams,The Comfort Zone,1991
Save the Best for Last,Vanessa Williams,The Comfort Zone,1991
I Wanna Sex You Up,Color Me Badd,C.M.B.,1991
I Adore Mi Amor,Color Me Badd,C.M.B.,1991
All 4 Love,Color Me Badd,C.M.B.,1991
Thinkin' Back,Color Me Badd,C.M.B.,1991
I Wanna Be Rich,Calloway,All the Way,1989
Sir Lancelot,Calloway,All the Way,1989
Tender Lover,Babyface,Tender Lover,1989
It's No Crime,Babyface,Tender Lover,1989
Whip Appeal,Babyface,Tender Lover,1989
My Kinda Girl,Babyface,Tender Lover,1989
For the Cool in You,Babyface,For the Cool in You,1993
Baby I'm Ready,LeVert,Rope a Dope Style,1990
Casanova,LeVert,The Big Throwdown,1987
Addicted to You,LeVert,Just Coolin',1988
Just Coolin',LeVert,Just Coolin',1988
School Me,Gerald Levert,Private Line,1991
Private Line,Gerald Levert,Private Line,1991
Can You Handle It,Sharon Redd,Sharon Redd,1980
If You Love Me,Brownstone,From the Bottom Up,1994
Grapevyne,Brownstone,From the Bottom Up,1994
No More,Buffalo,No More,1994
Tell Me,Groove Theory,Groove Theory,1995
Keep Tryin',Groove Theory,Groove Theory,1995
Juicy Fruit,Mtume,Juicy Fruit,1983
You Me and He,Mtume,You Me and He,1984
A Little Bit of Jazz,Nick Straker Band,A Walk in the Park,1981
The Rain,Oran Juice Jones,Juice,1986
How to Love Again,Oran Juice Jones,Juice,1986
Candy,Cameo,Word Up!,1986
Word Up,Cameo,Word Up!,1986
Single Life,Cameo,Single Life,1985
Back and Forth,Cameo,Word Up!,1986
Just Be Good to Me,The S.O.S. Band,On the Rise,1983
Take Your Time (Do It Right),The S.O.S. Band,S.O.S.,1980
Tell Me If You Still Care,The S.O.S. Band,On the Rise,1983
The Finest,The S.O.S. Band,Sands of Time,1986
No One's Gonna Love You,The S.O.S. Band,Sands of Time,1986
Saturday Love,Cherrelle,High Priority,1985
I Didn't Mean to Turn You On,Cherrelle,High Priority,1985
Everything I Miss at Home,Cherrelle,Affair,1988
Fake,Alexander O'Neal,Hearsay,1987
Criticize,Alexander O'Neal,Hearsay,1987
If You Were Here Tonight,Alexander O'Neal,Alexander O'Neal,1985
Saturday Love,Cherrelle & Alexander O'Neal,High Priority,1985
Somebody for Me,Heavy D & The Boyz,Big Tyme,1989
We Got Our Own Thang,Heavy D & The Boyz,Big Tyme,1989
Now That We Found Love,Heavy D & The Boyz,Peaceful Journey,1991
Is It Good to You,Heavy D & The Boyz,Peaceful Journey,1991
Don't Curse,Heavy D & The Boyz,Peaceful Journey,1991
I'll Do 4 U,Father MC,Father's Day,1990
Treat Them Like They Want to Be Treated,Father MC,Father's Day,1990
Lisa Baby,Father MC,Close to You,1992
Good Vibrations,Marky Mark and the Funky Bunch,Music for the People,1991
Wildside,Marky Mark and the Funky Bunch,Music for the People,1991
Rump Shaker,Wreckx-N-Effect,Hard or Smooth,1992
New Jack Swing,Wreckx-N-Effect,Wreckx-N-Effect,1989
Teddy's Jam 2,Guy,The Future,1990
She's Got That Vibe,R. Kelly & Public Announcement,Born into the 90's,1992
Honey Love,R. Kelly & Public Announcement,Born into the 90's,1992
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,Born into the 90's,1992
Feels Good,Tony! Toni! Toné!,The Revival,1990
It Never Rains (In Southern California),Tony! Toni! Toné!,The Revival,1990
Whatever You Want,Tony! Toni! Toné!,The Revival,1990
The Blues,Tony! Toni! Toné!,The Revival,1990
If I Had No Loot,Tony! Toni! Toné!,Sons of Soul,1993
Anniversary,Tony! Toni! Toné!,Sons of Soul,1993
Lies,En Vogue,Born to Sing,1990
You Don't Have to Worry,En Vogue,Born to Sing,1990
Do Me Right,Guy,The Future,1990
That's the Way Love Goes,Janet Jackson,janet.,1993
If,Janet Jackson,janet.,1993
Rhythm Nation,Janet Jackson,Rhythm Nation 1814,1989
Miss You Much,Janet Jackson,Rhythm Nation 1814,1989
Escapade,Janet Jackson,Rhythm Nation 1814,1989
Alright,Janet Jackson,Rhythm Nation 1814,1989
The Pleasure Principle,Janet Jackson,Control,1986
Nasty,Janet Jackson,Control,1986
Control,Janet Jackson,Control,1986
Love Will Never Do (Without You),Janet Jackson,Rhythm Nation 1814,1989
Rub You the Right Way,Johnny Gill,Johnny Gill,1990
She Ain't Worth It,Glenn Medeiros,Glenn Medeiros,1990
Girl I Got My Eyes on You,Today,Today,1988
Him or Me,Today,Today,1988
I Got the Feeling,Today,The New Formula,1990
Why You Get Funky on Me,Today,House Party,1990
Knockin' Boots,Candyman,Ain't No Shame in My Game,1990
Let's Talk About Sex,Salt-N-Pepa,Blacks' Magic,1990
Expression,Salt-N-Pepa,Blacks' Magic,1990
Shoop,Salt-N-Pepa,Very Necessary,1993
Whatta Man,Salt-N-Pepa,Very Necessary,1993
Push It,Salt-N-Pepa,Hot Cool & Vicious,1987
Buffalo Stance,Neneh Cherry,Raw Like Sushi,1988
Kisses on the Wind,Neneh Cherry,Raw Like Sushi,1989
Back to Life,Soul II Soul,Club Classics Vol. One,1989
Keep On Movin',Soul II Soul,Club Classics Vol. One,1989
Fairplay,Soul II Soul,Club Classics Vol. One,1989
I Don't Wanna Fall in Love,Jane Child,Jane Child,1990
Don't Wanna Fall in Love,Jane Child,Jane Child,1990
Superwoman,Karyn White,Karyn White,1988
Secret Rendezvous,Karyn White,Karyn White,1988
The Way You Love Me,Karyn White,Karyn White,1988
Romantic,Karyn White,Ritual of Love,1991
Can I Stay with You,Karyn White,Make Him Do Right,1994
Girlfriend,Pebbles,Pebbles,1987
Mercedes Boy,Pebbles,Pebbles,1987
Giving You the Benefit,Pebbles,Always,1990
Love Makes Things Happen,Pebbles,Always,1990
Forever Your Girl,Paula Abdul,Forever Your Girl,1988
Straight Up,Paula Abdul,Forever Your Girl,1988
Cold Hearted,Paula Abdul,Forever Your Girl,1988
Opposites Attract,Paula Abdul,Forever Your Girl,1988
The Way That You Love Me,Paula Abdul,Forever Your Girl,1988
Rush Rush,Paula Abdul,Spellbound,1991
Rub You the Right Way,Johnny Gill,Johnny Gill,1990
Wishing Well,Terence Trent D'Arby,Introducing the Hardline According to Terence Trent D'Arby,1987
Sign Your Name,Terence Trent D'Arby,Introducing the Hardline According to Terence Trent D'Arby,1987
Dance Little Sister,Terence Trent D'Arby,Introducing the Hardline According to Terence Trent D'Arby,1987
If You Let Me Stay,Terence Trent D'Arby,Introducing the Hardline According to Terence Trent D'Arby,1987
This Is the Right Time,Lisa Stansfield,Affection,1989
All Around the World,Lisa Stansfield,Affection,1989
Real Love,Jody Watley,Larger Than Life,1989
Looking for a New Love,Jody Watley,Jody Watley,1987
Don't You Want Me,Jody Watley,Jody Watley,1987
Friends,Jody Watley,Larger Than Life,1989
Everything,Jody Watley,Larger Than Life,1989
Just Got Paid,Johnny Kemp,Secrets of Flying,1988
Mercedes Boy,Pebbles,Pebbles,1987
I Wanna Dance with Somebody,Whitney Houston,Whitney,1987
I'm Your Baby Tonight,Whitney Houston,I'm Your Baby Tonight,1990
My Name Is Not Susan,Whitney Houston,I'm Your Baby Tonight,1990
Queen of the Night,Whitney Houston,The Bodyguard,1992
Every Little Step,Bobby Brown,Don't Be Cruel,1988
