Title,Artist,Album,Year
Your Mother Should Know,The Beatles,Magical Mystery Tour,1967
I Am the Walrus,The Beatles,Magical Mystery Tour,1967
"Hello, Goodbye",The Beatles,Magical Mystery Tour,1967
Strawberry Fields Forever,The Beatles,Magical Mystery Tour,1967
Penny Lane,The Beatles,Magical Mystery Tour,1967
"Baby, You're a Rich Man",The Beatles,Magical Mystery Tour,1967
All You Need Is Love,The Beatles,Magical Mystery Tour,1967
Back in the U.S.S.R.,The Beatles,The Beatles,1968
Dear Prudence,The Beatles,The Beatles,1968
Glass Onion,The Beatles,The Beatles,1968
"Ob-La-Di, Ob-La-Da",The Beatles,The Beatles,1968
While My Guitar Gently Weeps,The Beatles,The Beatles,1968
Happiness Is a Warm Gun,The Beatles,The Beatles,1968
Martha My Dear,The Beatles,The Beatles,1968
I'm So Tired,The Beatles,The Beatles,1968
Blackbird,The Beatles,The Beatles,1968
Rocky Raccoon,The Beatles,The Beatles,1968
I Will,The Beatles,The Beatles,1968
Julia,The Beatles,The Beatles,1968
Birthday,The Beatles,The Beatles,1968
Yer Blues,The Beatles,The Beatles,1968
Mother Nature's Son,The Beatles,The Beatles,1968
Everybody's Got Something to Hide Except Me and My Monkey,The Beatles,The Beatles,1968
Sexy Sadie,The Beatles,The Beatles,1968
Helter Skelter,The Beatles,The Beatles,1968
Revolution 1,The Beatles,The Beatles,1968
Cry Baby Cry,The Beatles,The Beatles,1968
Hey Jude,The Beatles,Past Masters,1968
Revolution,The Beatles,Past Masters,1968
Lady Madonna,The Beatles,Past Masters,1968
Hey Bulldog,The Beatles,Yellow Submarine,1969
Come Together,The Beatles,Abbey Road,1969
Something,The Beatles,Abbey Road,1969
Maxwell's Silver Hammer,The Beatles,Abbey Road,1969
Oh! Darling,The Beatles,Abbey Road,1969
Octopus's Garden,The Beatles,Abbey Road,1969
I Want You (She's So Heavy),The Beatles,Abbey Road,1969
Here Comes the Sun,The Beatles,Abbey Road,1969
Because,The Beatles,Abbey Road,1969
You Never Give Me Your Money,The Beatles,Abbey Road,1969
Sun King,The Beatles,Abbey Road,1969
Mean Mr. Mustard,The Beatles,Abbey Road,1969
Polythene Pam,The Beatles,Abbey Road,1969
She Came In Through the Bathroom Window,The Beatles,Abbey Road,1969
Golden Slumbers,The Beatles,Abbey Road,1969
Carry That Weight,The Beatles,Abbey Road,1969
The End,The Beatles,Abbey Road,1969
Her Majesty,The Beatles,Abbey Road,1969
Across the Universe,The Beatles,Let It Be,1970
Two of Us,The Beatles,Let It Be,1970
Dig a Pony,The Beatles,Let It Be,1970
Let It Be,The Beatles,Let It Be,1970
I've Got a Feeling,The Beatles,Let It Be,1970
One After 909,The Beatles,Let It Be,1970
The Long and Winding Road,The Beatles,Let It Be,1970
Get Back,The Beatles,Let It Be,1970
Don't Let Me Down,The Beatles,Past Masters,1969
The Ballad of John and Yoko,The Beatles,Past Masters,1969
Old Brown Shoe,The Beatles,Past Masters,1969
Free as a Bird,The Beatles,Anthology 1,1995
Real Love,The Beatles,Anthology 2,1996
Now and Then,The Beatles,Now and Then,2023
Ask Me Why,The Beatles,Please Please Me,1963
There's a Place,The Beatles,Please Please Me,1963
Don't Bother Me,The Beatles,With The Beatles,1963
Not a Second Time,The Beatles,With The Beatles,1963
Any Time at All,The Beatles,A Hard Day's Night,1964
I'll Cry Instead,The Beatles,A Hard Day's Night,1964
Every Little Thing,The Beatles,Beatles for Sale,1964
You're Going to Lose That Girl,The Beatles,Help!,1965
You Like Me Too Much,The Beatles,Help!,1965
Wait,The Beatles,Rubber Soul,1965
Doctor Robert,The Beatles,Revolver,1966
I Want to Tell You,The Beatles,Revolver,1966
The Inner Light,The Beatles,Past Masters,1968
Savoy Truffle,The Beatles,The Beatles,1968
"Long, Long, Long",The Beatles,The Beatles,1968
Only a Northern Song,The Beatles,Yellow Submarine,1969
It's All Too Much,The Beatles,Yellow Submarine,1969
For You Blue,The Beatles,Let It Be,1970
Dig It,The Beatles,Let It Be,1970
You Know My Name (Look Up the Number),The Beatles,Past Masters,1970
