Title,Artist,Album,Year
Just Don't Bite It,N.W.A,100 Miles and Runnin',1990
Sa Prize (Part 2),N.W.A,100 Miles and Runnin',1990
Real Niggaz,N.W.A,100 Miles and Runnin',1990
Kamurshol,N.W.A,100 Miles and Runnin',1990
Prelude,N.W.A,Niggaz4Life,1991
Real Niggaz Don't Die,N.W.A,Niggaz4Life,1991
Niggaz 4 Life,N.W.A,Niggaz4Life,1991
Protest,N.W.A,Niggaz4Life,1991
Appetite for Destruction,N.W.A,Niggaz4Life,1991
Don't Drink That Wine,N.W.A,Niggaz4Life,1991
Alwayz into Somethin',N.W.A,Niggaz4Life,1991
Message to B.A.,N.W.A,Niggaz4Life,1991
Real Niggaz,N.W.A,Niggaz4Life,1991
To Kill a Hooker,N.W.A,Niggaz4Life,1991
One Less Bitch,N.W.A,Niggaz4Life,1991
Findum Fuckum & Flee,N.W.A,Niggaz4Life,1991
Automobile,N.W.A,Niggaz4Life,1991
She Swallowed It,N.W.A,Niggaz4Life,1991
I'd Rather Fuck You,N.W.A,Niggaz4Life,1991
Approach to Danger,N.W.A,Niggaz4Life,1991
1-900-2-Compton,N.W.A,Niggaz4Life,1991
The Dayz of Wayback,N.W.A,Niggaz4Life,1991
Tom Sawyer,Rush,Moving Pictures,1981
Dreamline,Rush,Roll the Bones,1991
Bravado,Rush,Roll the Bones,1991
Roll the Bones,Rush,Roll the Bones,1991
Face Up,Rush,Roll the Bones,1991
Where's My Thing?,Rush,Roll the Bones,1991
The Big Wheel,Rush,Roll the Bones,1991
Heresy,Rush,Roll the Bones,1991
Ghost of a Chance,Rush,Roll the Bones,1991
Neurotica,Rush,Roll the Bones,1991
You Bet Your Life,Rush,Roll the Bones,1991
Colors,Ice-T,Colors,1988
Home of the Bodybag,Ice-T,O.G. Original Gangster,1991
First Impression,Ice-T,O.G. Original Gangster,1991
Ziplock,Ice-T,O.G. Original Gangster,1991
Mic Contract,Ice-T,O.G. Original Gangster,1991
Mind Over Matter,Ice-T,O.G. Original Gangster,1991
New Jack Hustler,Ice-T,O.G. Original Gangster,1991
Ed,Ice-T,O.G. Original Gangster,1991
Bitches 2,Ice-T,O.G. Original Gangster,1991
Straight Up Nigga,Ice-T,O.G. Original Gangster,1991
O.G. Original Gangster,Ice-T,O.G. Original Gangster,1991
The House,Ice-T,O.G. Original Gangster,1991
Evil E - What About Sex?,Ice-T,O.G. Original Gangster,1991
Fly By,Ice-T,O.G. Original Gangster,1991
Midnight,Ice-T,O.G. Original Gangster,1991
Fried Chicken,Ice-T,O.G. Original Gangster,1991
M.V.P.s,Ice-T,O.G. Original Gangster,1991
Lifestyles of the Rich and Infamous,Ice-T,O.G. Original Gangster,1991
Body Count,Ice-T,O.G. Original Gangster,1991
Prepared to Die,Ice-T,O.G. Original Gangster,1991
Escape from the Killing Fields,Ice-T,O.G. Original Gangster,1991
Street Killer,Ice-T,O.G. Original Gangster,1991
Pulse of the Rhyme,Ice-T,O.G. Original Gangster,1991
The Tower,Ice-T,O.G. Original Gangster,1991
Ya Shoulda Killed Me Last Year,Ice-T,O.G. Original Gangster,1991
Here Comes the Hammer,MC Hammer,Please Hammer Don't Hurt 'Em,1990
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Have You Seen Her,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Yo!! Sweetness,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Help the Children,MC Hammer,Please Hammer Don't Hurt 'Em,1990
On Your Face,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Dancin' Machine,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Pray,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Crime Story,MC Hammer,Please Hammer Don't Hurt 'Em,1990
She's Soft and Wet,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Black Is Black,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Let's Go Deeper,MC Hammer,Please Hammer Don't Hurt 'Em,1990
Work This,MC Hammer,Please Hammer Don't Hurt 'Em,1990
2 Legit 2 Quit,Hammer,Too Legit to Quit,1991
This Is the Way We Roll,Hammer,Too Legit to Quit,1991
Brothers Hang On,Hammer,Too Legit to Quit,1991
Don't Know What to Do,Hammer,Too Legit to Quit,1991
Good to Go,Hammer,Too Legit to Quit,1991
Lovehold,Hammer,Too Legit to Quit,1991
Street Soldiers,Hammer,Too Legit to Quit,1991
Do Not Pass Me By,Hammer,Too Legit to Quit,1991
Gaining Momentum,Hammer,Too Legit to Quit,1991
Addams Groove,Hammer,Too Legit to Quit,1991
Interlude,Hammer,Too Legit to Quit,1991
Release Some Pressure,Hammer,Too Legit to Quit,1991
Find Yourself a Friend,Hammer,Too Legit to Quit,1991
Count It Off,Hammer,Too Legit to Quit,1991
Make You Sweat,Keith Sweat,I'll Give All My Love to You,1990
Come Back,Keith Sweat,I'll Give All My Love to You,1990
Merry Go Round,Keith Sweat,I'll Give All My Love to You,1990
Your Love,Keith Sweat,I'll Give All My Love to You,1990
Your Love Part 2,Keith Sweat,I'll Give All My Love to You,1990
Just One of Them Thangs,Keith Sweat,I'll Give All My Love to You,1990
I Knew That You Were Cheatin',Keith Sweat,I'll Give All My Love to You,1990
Love to Love You,Keith Sweat,I'll Give All My Love to You,1990
I'll Give All My Love to You,Keith Sweat,I'll Give All My Love to You,1990
Keep It Comin',Keith Sweat,Keep It Comin',1991
Spend a Little Time,Keith Sweat,Keep It Comin',1991
Why Me Baby?,Keith Sweat,Keep It Comin',1991
I Really Love You,Keith Sweat,Keep It Comin',1991
Let Me Love You,Keith Sweat,Keep It Comin',1991
I Want to Love You Down,Keith Sweat,Keep It Comin',1991
I'm Going for Mine,Keith Sweat,Keep It Comin',1991
(There You Go) Tellin' Me No Again,Keith Sweat,Keep It Comin',1991
Give Me What I Want,Keith Sweat,Keep It Comin',1991
Ten Commandments of Love,Keith Sweat,Keep It Comin',1991
Bust a Move,Young MC,Stone Cold Rhymin',1989
That's the Way Love Goes,Young MC,Brainstorm,1991
Keep Your Eyes on the Prize,Young MC,Brainstorm,1991
Do You Feel Like I Do,Young MC,Brainstorm,1991
After School,Young MC,Brainstorm,1991
The Right One,Young MC,Brainstorm,1991
The Um Dee Dum Song,Young MC,Brainstorm,1991
Album Filler,Young MC,Brainstorm,1991
Life in the Fast Lane,Young MC,Brainstorm,1991
The Exorcist,Young MC,Brainstorm,1991
Ready for the World,Ready for the World,Straight Down to Business,1991
Straight Down to Business,Ready for the World,Straight Down to Business,1991
So in Love,Ready for the World,Straight Down to Business,1991
Ask Your Lover,Ready for the World,Straight Down to Business,1991
Girl I Do,Ready for the World,Straight Down to Business,1991
Can He Do It (Like This Can),Ready for the World,Straight Down to Business,1991
Tonight,Ready for the World,Straight Down to Business,1991
When the Time Is Right,Ready for the World,Straight Down to Business,1991
Yo Yo,Ready for the World,Straight Down to Business,1991
I Need a Haircut,Biz Markie,I Need a Haircut,1991
Albee Square Mall,Biz Markie,I Need a Haircut,1991
What Comes Around Goes Around,Biz Markie,I Need a Haircut,1991
Toilet Stool Rap,Biz Markie,I Need a Haircut,1991
Buck Wild,Biz Markie,I Need a Haircut,1991
Just a Friend,Biz Markie,The Biz Never Sleeps,1989
Poundcake,Van Halen,For Unlawful Carnal Knowledge,1991
Judgement Day,Van Halen,For Unlawful Carnal Knowledge,1991
Spanked,Van Halen,For Unlawful Carnal Knowledge,1991
Runaround,Van Halen,For Unlawful Carnal Knowledge,1991
Pleasure Dome,Van Halen,For Unlawful Carnal Knowledge,1991
In 'n' Out,Van Halen,For Unlawful Carnal Knowledge,1991
Man on a Mission,Van Halen,For Unlawful Carnal Knowledge,1991
The Dream Is Over,Van Halen,For Unlawful Carnal Knowledge,1991
Right Now,Van Halen,For Unlawful Carnal Knowledge,1991
316,Van Halen,For Unlawful Carnal Knowledge,1991
Top of the World,Van Halen,For Unlawful Carnal Knowledge,1991
Thunderstruck,AC/DC,The Razors Edge,1990
Fire Your Guns,AC/DC,The Razors Edge,1990
Moneytalks,AC/DC,The Razors Edge,1990
The Razors Edge,AC/DC,The Razors Edge,1990
Mistress for Christmas,AC/DC,The Razors Edge,1990
Rock Your Heart Out,AC/DC,The Razors Edge,1990
Are You Ready,AC/DC,The Razors Edge,1990
Got You by the Balls,AC/DC,The Razors Edge,1990
Shot of Love,AC/DC,The Razors Edge,1990
Let's Make It,AC/DC,The Razors Edge,1990
Goodbye & Good Riddance to Bad Luck,AC/DC,The Razors Edge,1990
If You Dare,AC/DC,The Razors Edge,1990
Love Is the Ritual,Styx,Edge of the Century,1990
Show Me the Way,Styx,Edge of the Century,1990
Edge of the Century,Styx,Edge of the Century,1990
Love at First Sight,Styx,Edge of the Century,1990
All in a Day's Work,Styx,Edge of the Century,1990
Not Dead Yet,Styx,Edge of the Century,1990
World Tonite,Styx,Edge of the Century,1990
Carrie Ann,Styx,Edge of the Century,1990
Homewrecker,Styx,Edge of the Century,1990
Back to Chicago,Styx,Edge of the Century,1990
